ATTEMPT_INDEX	ORDINAL	SAMPLE_CLASS	STRATUM	NODE_ID	LIOUVILLE_CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	MANIFEST_ROW_SHA256	CELL_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	CORE_RECEIPT_SHA256	PHYSICAL_SHA256	REFERENCE_PHYSICAL_SHA256	INITIAL_HULL_SHA256	MUTATION_TESTS	MUTATIONS_REJECTED	ALL_FINITE	DETERMINANT_JOINT_COMPATIBLE	C1_DET	C2_HULL_DET	LIOUVILLE_DET	CHART_TUPLE	PROBE_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED
85	29	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000004_S03-0000000004	C0HOTripletonSet	VERIFIED_COMPLETE	0	6086	def4259198b524b84f052c55441a1e0a2aff8235c1da6b19c6821bc407a4473b	7b96fdee779ce448ac2238b371e11e261e7bb8252bad2f71e710f34f41b5919e	a61b10aca88d1e55608adb49392700e19b2465c2431754f3049ab20e5d64ff2b	358a338c8d4e5aa73d1d7119b931c4c92099485ca2fd77446312a2583998af0a	1733bfefc4af3e06cf36f8439eda6c94ff5f46a900ecf9c0ae57997d77c540dc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a1604fd5793a62f8d86edc2d81400a1ad55f700cf8ddae2555771721f130114d	fbcf5738c53fba223cdcd4e37ed44bf81c4ae24200ce08d3f3ef86c1ae14451e	661c3dd76641052e69e31041452e26ccfe5ba5aaf358dd9a98cbaa0b1ec84e93	c64f24d3c2499b5424057ea3c07dcb40d2123ffdd0fcc2e28b0ec2b03261f5d8	30cd126cff0ebfea047f11f29d2e995447d303cdebaa806bb72d441eb769557e	93	93	true	true	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.fdabf6b7f5a0dp-36,-0x1.eee260edd77e6p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
86	29	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000004_S03-0000000004	C0HORect2Set	VERIFIED_COMPLETE	0	5925	def4259198b524b84f052c55441a1e0a2aff8235c1da6b19c6821bc407a4473b	7b96fdee779ce448ac2238b371e11e261e7bb8252bad2f71e710f34f41b5919e	a61b10aca88d1e55608adb49392700e19b2465c2431754f3049ab20e5d64ff2b	e845aba46cfa0308f8456ad028b793c44bc2a2316b6a8b75e01330d523ed87cd	2a76b193825632ce4c35c73a09579c1dfa0cede49efb3cef5e21b577f61cfd75	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	28b85b1161806698f597e06ce000bf9dbbc156b19a8040313a1a41c3365b2d44	d66198ba52e09bf6c03ab44faab30c01f70103752bc514c02a1d384a749b1ba0	e41d849952b34519c91313127d598e710d1eef562188f7b5b5542ce962f0e526	c64f24d3c2499b5424057ea3c07dcb40d2123ffdd0fcc2e28b0ec2b03261f5d8	30cd126cff0ebfea047f11f29d2e995447d303cdebaa806bb72d441eb769557e	93	93	true	true	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.003765f88e2e7p-35,-0x1.ec3245c537d5ep-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
87	29	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000004_S03-0000000004	C0Rect2Set	VERIFIED_COMPLETE	0	5710	def4259198b524b84f052c55441a1e0a2aff8235c1da6b19c6821bc407a4473b	7b96fdee779ce448ac2238b371e11e261e7bb8252bad2f71e710f34f41b5919e	a61b10aca88d1e55608adb49392700e19b2465c2431754f3049ab20e5d64ff2b	59d0a0857563ce333abcd84f58239dd7d99d50d80bba57aad28747c3a909f4f7	8a5ee3305745739066217e2cdf9d5b8369ae8b3828f16ad961a1a53a013b5935	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f9af409fc0fd2f6eab78dd5c9a79b0b0c86621ac15e77fd771f102a92faf6874	fc78714a64ae4c192044e655912d2d8dad97a8eb7d2b673a09729cdcfbec7efd	2b9ea65265fc000ec22e63905036cc813f5d3c444621057af606e99813417975	c64f24d3c2499b5424057ea3c07dcb40d2123ffdd0fcc2e28b0ec2b03261f5d8	30cd126cff0ebfea047f11f29d2e995447d303cdebaa806bb72d441eb769557e	93	93	true	true	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.b9d0ca82d5ac2p-13,0x1.babc7c0437368p-13]	[-0x1.0060cfcdf330ep-35,-0x1.ebe2511540748p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
88	30	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000006_S03-0000000006	C0HOTripletonSet	VERIFIED_COMPLETE	0	6099	c2e49c8257619c17df5e17b6a916bf252faa2ef9a9279e1248bca3e219c64aa1	bbddfac583d01a89899b568ffb49a15bc3ffe6ff310927fdec56672caca64ea9	634fc7c0dea6897082a9b348b0d19f7fcb9b547ef290cd5d9248b18264c6c187	b7a5f111f372b89eedc4f163b8ec8d5ccab4f86ae634460ec974c959bbb1ecf5	9609e68b476b5fb3ee641b5083510c17a39690b1272e8891b185e9f04a9598a0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	968b210a1ee79bd226f777a39c5f36f28f3681d66220bdc5c93e4509715b9256	40fe0eb1926769cda388f7897d5b1f26386f78a798c7c56df00f6288298805f9	6c40c2e53671a9ba342f1f0225b0f596e5d29cff3a5a7ae3801abc48552fef4f	340a6ea9a06041a080eee8725218f645b4a36e4e36566a53b5856f650b7d74e7	aa85a979d35646370e2f37cb3ce1501d2945af9d3fe2a5cee6dd300ebeb36e4f	93	93	true	true	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.f61c99ddd83ddp-36,-0x1.e772b41bdd3bfp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
89	30	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000006_S03-0000000006	C0HORect2Set	VERIFIED_COMPLETE	0	5935	c2e49c8257619c17df5e17b6a916bf252faa2ef9a9279e1248bca3e219c64aa1	bbddfac583d01a89899b568ffb49a15bc3ffe6ff310927fdec56672caca64ea9	634fc7c0dea6897082a9b348b0d19f7fcb9b547ef290cd5d9248b18264c6c187	61ae0218e639684602a77a97b1eca4a529f929960b2ac3ee7ec99188426d922b	b09d2015bc605edb5074071c89af4b0caa63244cb08b9261953a3fc46babf13b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	99d4b402ba90d4fb639adc553fc84b8e8741d7b765391b6a5a9509f40ac70a88	9abd025bac407567f8ac71c97222c5727f4b8a10fe710ee20ddd35269f3b4887	df6242f7753a8110419a2ce6d137bdbbec504c621a86b96db36fbf40d93cb0d2	340a6ea9a06041a080eee8725218f645b4a36e4e36566a53b5856f650b7d74e7	aa85a979d35646370e2f37cb3ce1501d2945af9d3fe2a5cee6dd300ebeb36e4f	93	93	true	true	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.f8de365d5a646p-36,-0x1.e4c145fc8903dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
90	30	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S3	U03-0000000006_S03-0000000006	C0Rect2Set	VERIFIED_COMPLETE	0	5670	c2e49c8257619c17df5e17b6a916bf252faa2ef9a9279e1248bca3e219c64aa1	bbddfac583d01a89899b568ffb49a15bc3ffe6ff310927fdec56672caca64ea9	634fc7c0dea6897082a9b348b0d19f7fcb9b547ef290cd5d9248b18264c6c187	67f4d03256ac9960f33a932bea45eeab03828117513ae56cc0b511952615170f	b5ef68505ea0159ff3ffc2b2583031f0ed16834910f32b0265156cc30ca2720f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e8f428d2d20b32cfcb540f97c435185b25c459052736b81f58dce931243053b9	ed3dc555d532e5876c596e423005f2961cea30f5537118608834b68c32b707a0	aabb81a04cc6f96af86f8ae9913794899df420a0e22082e49f85c0d1d651c715	340a6ea9a06041a080eee8725218f645b4a36e4e36566a53b5856f650b7d74e7	aa85a979d35646370e2f37cb3ce1501d2945af9d3fe2a5cee6dd300ebeb36e4f	93	93	true	true	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.c15cae5cec8d2p-13,0x1.ba366ee3ab63dp-13]	[-0x1.f9329f4f3f645p-36,-0x1.e471a2c65f1e3p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
91	31	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000002_S04-0000000013	C0HOTripletonSet	VERIFIED_COMPLETE	0	6050	4be1a6d1538d925b984de5717cb09ef325b7575baec2f18fd6b69b4e1cfc61cc	080ba66de70a0837f4bcf3e2bb809204307ce602d602cc00caa403248544567a	f85eaa3e0b27e220ccdc655b10002bd67db9b9af9f29988a91c05dc6e2eed7fb	d35a258e8bff7c0752ca3e3c11ce5b86dcfd1b03f9bfc6dd1411aaf39887d612	0624923ffe14ed23f13e79e00807e7d0b25e194fc6bc9120a94d5fd6e768a4c3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	26d751e22ea38f0c8e93f29b0abefd71ad2f641d01b5fb2973441a66caede578	0c9f09bb194bf43a2c3d011277395d5d80df56e2690cec6a8041eeba647f2e60	7bce25581b7d6b38e1aa3b6ee6685bfae01c0af69b3d643eb8ce6eeff4a68875	cb76034b57799ecb325e9cd94f62a42f72c5c197eb45e1309349027c74328b83	c1202e785d53617c3680c8c326856e16166dd6f77831bb0ff9de3ffeb43678bb	93	93	true	true	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.f2afda8b5f6d3p-36,-0x1.eaccb12cd8ddep-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
92	31	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000002_S04-0000000013	C0HORect2Set	VERIFIED_COMPLETE	0	5897	4be1a6d1538d925b984de5717cb09ef325b7575baec2f18fd6b69b4e1cfc61cc	080ba66de70a0837f4bcf3e2bb809204307ce602d602cc00caa403248544567a	f85eaa3e0b27e220ccdc655b10002bd67db9b9af9f29988a91c05dc6e2eed7fb	726f98d987d8854fd292fe7274baf24a44e4a164c5d7890b1916a3bbde8a9879	84cd34a98e2e3140ad62f4078936192a0b51a190361cd3ed8c27206d5e77347a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a80e1fbf7f623e19068e8b0ec1e47e119d10ecd9fd877c94962bf0a9e7acf62f	924882c6e4d771389723131b4013370a52103e5d0d00d6b7e85a6f2cf17fdc9e	f75850c161f556b734db79c878a6221841dda420f1138bb14cf86ccd55a97c36	cb76034b57799ecb325e9cd94f62a42f72c5c197eb45e1309349027c74328b83	c1202e785d53617c3680c8c326856e16166dd6f77831bb0ff9de3ffeb43678bb	93	93	true	true	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.f3843eb41a429p-36,-0x1.e9fa04be66111p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
93	31	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000002_S04-0000000013	C0Rect2Set	VERIFIED_COMPLETE	0	5685	4be1a6d1538d925b984de5717cb09ef325b7575baec2f18fd6b69b4e1cfc61cc	080ba66de70a0837f4bcf3e2bb809204307ce602d602cc00caa403248544567a	f85eaa3e0b27e220ccdc655b10002bd67db9b9af9f29988a91c05dc6e2eed7fb	8f46043c8d44c54c973dd80bb4ef25ebd39c55fe2f5e898d4270398cee63d166	0c92b49932b302a92d8720333b5f54ccc905e515a48991f37d542b762f78876e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e831388b67a172e26b1536550802a3cd3756538d3dd6dcaedf0af7440251e404	65a961ce72a18e24c7a56428a2b6ae8584f0e3717c4486ac884ce1ae05b24362	76d1c0fc94a91c70d321e20d029dec7cc6995abd04d80b4e8c481f690d35b7ef	cb76034b57799ecb325e9cd94f62a42f72c5c197eb45e1309349027c74328b83	c1202e785d53617c3680c8c326856e16166dd6f77831bb0ff9de3ffeb43678bb	93	93	true	true	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.dc72600dc6a7bp-14,0x1.d6be54d5fd9eap-14]	[-0x1.f39dfa7651c9dp-36,-0x1.e9e1371a4fbe1p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
94	32	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000005_S04-0000000003	C0HOTripletonSet	VERIFIED_COMPLETE	0	6061	2710a0a526a62ecd4f86517baf2e6ff3c4017aa01f5980c44579cadf0d6354b7	1beef58c9ba954c187822b47873fda8044aee7eeac69fb31fa53fdf9b48e38a8	f4ef00f884ea5deed813e20c4794fe37eeaa6be858110915166329e8e20c94ca	9d7bdd9ca7aeebbb8e54c6b9cd67afdc89fed62fe40a1aa38c342c673422cd58	b13792e09b8eef8a472126a632a362a53cc9228ba797190435bea9cc0ec458c3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6b29ff3926e46003ba06a3ac555050a4cd9821d1502a637baf68ce7f476dfcdd	8837b8bde455d93eb88ac4ebc63414df24f6f1d3a566483613baac6629db7836	0e49198f6954ddf7942c7003ca897f9df8ab2a5301bb49d78f1f3d297542201b	fa44a8db1bc54058132197729a59a2d36516984b2a4c64be01ccfba771358702	73fb2394a58de2bd10a09d95c6a60594d0877215d8e563fa4736b153462819b1	93	93	true	true	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.01ec3764eb48p-35,-0x1.fbc242b7970afp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
95	32	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000005_S04-0000000003	C0HORect2Set	VERIFIED_COMPLETE	0	5903	2710a0a526a62ecd4f86517baf2e6ff3c4017aa01f5980c44579cadf0d6354b7	1beef58c9ba954c187822b47873fda8044aee7eeac69fb31fa53fdf9b48e38a8	f4ef00f884ea5deed813e20c4794fe37eeaa6be858110915166329e8e20c94ca	ca45b47d988b62defee27d9350f47f8acc67742d9f40075fbcce009c43d7a1e6	ee0d516a690196b0c807b2d3c8db308df1bce2d74b3415f80205754099492188	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e8bc2b52196fec932a05b8652dc4b01d4545131615d8d2028cd26ab193dd6ff9	dbd2b0791f11e577b178cf447c2b65c7aef62636d6003a3f0cddda6d4e30c638	92991e01c63aaf05b6fa88653f6ae86489cce360ffa48bc7dfa776f1eb9cf56f	fa44a8db1bc54058132197729a59a2d36516984b2a4c64be01ccfba771358702	73fb2394a58de2bd10a09d95c6a60594d0877215d8e563fa4736b153462819b1	93	93	true	true	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.0257a66092a5dp-35,-0x1.faeca81ad91b1p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
96	32	NO_SIGNED_CHART_CONTROL	NO_CHART_U3_S4	U03-0000000005_S04-0000000003	C0Rect2Set	VERIFIED_COMPLETE	0	5652	2710a0a526a62ecd4f86517baf2e6ff3c4017aa01f5980c44579cadf0d6354b7	1beef58c9ba954c187822b47873fda8044aee7eeac69fb31fa53fdf9b48e38a8	f4ef00f884ea5deed813e20c4794fe37eeaa6be858110915166329e8e20c94ca	a122f2fe4205ab9c652d157dab77a311c2538242bd08668e8f0d8f1bf0eef441	f2967461d3688de864c78fdf23968ff9de5feefada9d65077264ca6c3e822598	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4a2f4858b6a0fd49bf7809bd109ec21221ac49240c6e8c101f22a2d6dea18dcc	0e6cde02b0fe9fbe271d196e410ee8253adca16dd67b9a4121a55b4502aff1d7	bff9ce60e1c6711976b971af6deb7d41ec31a5db6eb9292de2d9d5e260cf1dfa	fa44a8db1bc54058132197729a59a2d36516984b2a4c64be01ccfba771358702	73fb2394a58de2bd10a09d95c6a60594d0877215d8e563fa4736b153462819b1	93	93	true	true	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.c60a7ebf1d17fp-14,0x1.cc40c76fbbd37p-14]	[-0x1.026569aee7251p-35,-0x1.fad1a2a0b6d0dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
97	33	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000064	C0HOTripletonSet	VERIFIED_COMPLETE	0	5966	51024385260754ebcea722867ecf95e3b6aeaa19660c162aa54af5ddc49dbb7d	5ec958162b0a6a5ed54673ef82c4ff57d8771bc0e6c82e671dabc658d33faa1f	cbf85667e96ff99c956ad310afbde2c3a22b6da50a7faa16769e3e152689492a	eb2671f5d0d316c109f61d2468a3d608f544431f8dc403fb16b8cbd6c86be131	8a8c882dcb78f56415703f26191868e2409d405ef345122e57bc645014dfbba5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3e0eae178addfee56b8fa4ac7a3bbdc4aa1698cd8942fd33e7ed1288b803d90f	b9f248742c8ad2808e3ed1b3cb8ae017de977371898a48bb19aa93a6d458914d	02cd7e686a236d2928a423af16cbbc1765a87890ab79ca995d7bd2b00587c5a4	7c452dc4e524ac5bc441ad46c47421a03cb0d1b7fa632e8a76b3c416b1b125b1	07b59c003375c205c6e049d9665078ea8843498733fdd330e6b2d5c9b299277f	93	93	true	true	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.ffc4e398fd09bp-36,-0x1.ff7b31e702af6p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
98	33	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000064	C0HORect2Set	VERIFIED_COMPLETE	0	5811	51024385260754ebcea722867ecf95e3b6aeaa19660c162aa54af5ddc49dbb7d	5ec958162b0a6a5ed54673ef82c4ff57d8771bc0e6c82e671dabc658d33faa1f	cbf85667e96ff99c956ad310afbde2c3a22b6da50a7faa16769e3e152689492a	b62fee1f2c8de80348344634b2abbc13b5d2708fd0cd5fbfa513d4db3dfe685a	978d18cdd832889e2556d1deaf8d53fb711bd568e9b96a7452fabdf2688dca87	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2981cd7f3a27b7ac9d75646fe9080132355fdcfcc8f0e5aa776db9a87f2d29a9	6acb1407b7966342b489d731b0f5ecf57f393756ce0c5a3fe0c37c0fe3454d83	221c3f4bef4b952f23765f905208b4e3c729374b740b6c939d1a84ede5e0a4cb	7c452dc4e524ac5bc441ad46c47421a03cb0d1b7fa632e8a76b3c416b1b125b1	07b59c003375c205c6e049d9665078ea8843498733fdd330e6b2d5c9b299277f	93	93	true	true	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.ffc4e39cf87e2p-36,-0x1.ff7b31e308e91p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
99	33	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000064	C0Rect2Set	VERIFIED_COMPLETE	0	5585	51024385260754ebcea722867ecf95e3b6aeaa19660c162aa54af5ddc49dbb7d	5ec958162b0a6a5ed54673ef82c4ff57d8771bc0e6c82e671dabc658d33faa1f	cbf85667e96ff99c956ad310afbde2c3a22b6da50a7faa16769e3e152689492a	97ea7969a9aed9a12b7d434309c89c22e2412ba8a86c0fed94fc8e706b2e9f17	0c710885311abc33ca38386596f07c10406b0941b0a32b2d3717519c53c0cc88	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	23eb35855eda3cb321ae130ba683c7128ce6f5fb346c25cba59fd1047a77ea07	33b2432e27c38e14b2409123bf877cc2a5adb263b9fbae05365f05c8ed39435d	9fcc58fd22736fe0c38502b5462aaba98919e8e32e987aca59e21d0ac045d202	7c452dc4e524ac5bc441ad46c47421a03cb0d1b7fa632e8a76b3c416b1b125b1	07b59c003375c205c6e049d9665078ea8843498733fdd330e6b2d5c9b299277f	93	93	true	true	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.de0710bf8b9b3p-19,0x1.df8bc08d84af7p-19]	[-0x1.ffc4ec96f26c8p-36,-0x1.ff7b28ea3db52p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
100	34	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000192	C0HOTripletonSet	VERIFIED_COMPLETE	0	5954	8402247afc91796acc0194ceb0de7514075bf461223adf96bbe0798332a9d6a7	cc5f2d7905bd2e023bf081550c6c5246bc688e9e5b4751badd05edfe1ad1fdd4	ee85ce99c7a9e27554c89ad317b0b8e3210aa3aaf47b4eadb55b98141ebdf310	35f15ee57edfcdcfa3e5cfa7ef068c68bcfb016b3014f06eba29a6bc68aed2c6	6b991eb11582f9f3464f38798b2f42a7292b7a510551913e7e2a573a70725e2a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	41bffd52ea04a89eee6a6917b2fc19a5199ded7636648e576bb08840588dff0f	354217bbac3962cd26c2f81594c16677cf17400becfa4598eddc1dde49c71c7d	ea81be6d26c66da00ec8e2a056599cd0c1d11a809019e78ec32d999e8a197521	0c8356a82c0f40c78855cc85ee80831abf93744ec859aff4af222c67ce301868	f193bb8579e80744a8bf0c051d0057c6e727acd982085e07451738acea268d0d	93	93	true	true	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.f18f9c95dec05p-36,-0x1.f1476307f8d9p-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
101	34	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000192	C0HORect2Set	VERIFIED_COMPLETE	0	5851	8402247afc91796acc0194ceb0de7514075bf461223adf96bbe0798332a9d6a7	cc5f2d7905bd2e023bf081550c6c5246bc688e9e5b4751badd05edfe1ad1fdd4	ee85ce99c7a9e27554c89ad317b0b8e3210aa3aaf47b4eadb55b98141ebdf310	66a8f7ae125fa66e41547347a85d0414a7b2deb96d597fb0205903248595ca0c	a8633738e24621ae0150ffe8333f3b092de5b9aed431a6eadfe114c89938c108	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7d926812296c301a57f6f5b2217a386052350a87ae28c205f8f4777938c1e7b3	fdeda39075ae27f3412ae655f23f7324b74a2bb66dd8bce5174dedf0d6d6e4d6	49d2377760e5097d692df2f3053f8880448b637aa50869b2d16f1f8fb57c66bf	0c8356a82c0f40c78855cc85ee80831abf93744ec859aff4af222c67ce301868	f193bb8579e80744a8bf0c051d0057c6e727acd982085e07451738acea268d0d	93	93	true	true	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.f18f9c99b1787p-36,-0x1.f1476304287edp-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
102	34	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000064_S08-0000000192	C0Rect2Set	VERIFIED_COMPLETE	0	5594	8402247afc91796acc0194ceb0de7514075bf461223adf96bbe0798332a9d6a7	cc5f2d7905bd2e023bf081550c6c5246bc688e9e5b4751badd05edfe1ad1fdd4	ee85ce99c7a9e27554c89ad317b0b8e3210aa3aaf47b4eadb55b98141ebdf310	2a72899c9494bebc1930b42f57fdf7f05926984f7d4492ea115166e7468e1cda	ad0664c06b50a4ead25cea0a9ce82bea551860614b873c19d9932d97dfce67d7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	98d920789734dc3656f97b3d33810d3903b2d4e3d8b47ca127633820ba145e4d	68ea732db00290302f5133049a775c5528cfe3ef9e92bc1af57a496bd4a3bbb0	5ce342598210c776cfe9258cf494bcfa5fb6c4a6c8340e21fca9d112a54b744f	0c8356a82c0f40c78855cc85ee80831abf93744ec859aff4af222c67ce301868	f193bb8579e80744a8bf0c051d0057c6e727acd982085e07451738acea268d0d	93	93	true	true	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.e893e317a550dp-19,0x1.e71a037cfa125p-19]	[-0x1.f18fa5814571p-36,-0x1.f1475a1dc2636p-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
103	35	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000064	C0HOTripletonSet	VERIFIED_COMPLETE	0	5955	9a543f3f06ee060f579ef47f808ebdbba9d237cd1cb6d692046057ff84856d7f	5cddc481370c411f5fa4690d3ea33eea5fd4b7aa8ea143328910d00290ef5954	d1f51e53ca914496a3c917c057f5fe0e37714dee9ddcb165b4593c1f7cd46f59	4225bfbecac101372dd807b21d25e7074270a60fce22ddd025e429eb05be5994	d01ede79bd4f3da60ec91fcd1d08730c4d846788840ee6cbd43909efc3788ce9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e73f5336f20b9343858c4e26581654d66b1ac7914884cd32dbc6763e9dcd1b52	2f7cbc67ea6efe9dbc6955e816aee45a3f0222dc9b1c2dba41d9a3e6aad30944	ad3ff9d7728c483d0b6ba10f9b3d1c8116512e7a21859c08afd13bd755a95505	7f77b26e1c3a0e3154aff2c0a3d90ab855f4e86c8249843e161ac37618ea9d25	4840221dd8a6209917abcd88e62afaedf1aaea1b4e7c02f2d4c9fe504a53cf0b	93	93	true	true	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.fedc975d3624dp-36,-0x1.fe92f4e7c0fabp-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
